temperature	xi	mg_ii	wavelength	opacity
2351.04492188	5.10843372345	mg_ii	2798.75	0.0	
2351.04492188	5.14859437943	mg_ii	2798.75	0.0	
2351.04492188	5.1887550354	mg_ii	2798.75	0.0	
2351.04492188	5.22891569138	mg_ii	2798.75	0.0	
2351.04492188	5.26907634735	mg_ii	2798.75	0.0	
2351.04492188	5.30923700333	mg_ii	2798.75	0.0	
2351.04492188	5.3493976593	mg_ii	2798.75	0.0	
2351.04492188	5.38955831528	mg_ii	2798.75	0.0	
2351.04492188	5.42971897125	mg_ii	2798.75	0.0	
2351.04492188	5.46987962723	mg_ii	2798.75	0.0	
2351.04492188	5.5100402832	mg_ii	2798.75	0.0	
2351.04492188	5.55020093918	mg_ii	2798.75	0.0	
2351.04492188	5.59036159515	mg_ii	2798.75	0.0	
2351.04492188	5.63052225113	mg_ii	2798.75	0.0	
2351.04492188	5.6706829071	mg_ii	2798.75	0.0	
2351.04492188	5.71084356308	mg_ii	2798.75	0.0	
2351.04492188	5.75100421906	mg_ii	2798.75	0.0	
2351.04492188	5.79116487503	mg_ii	2798.75	0.0	
2351.04492188	5.83132553101	mg_ii	2798.75	0.0	
2351.04492188	5.87148571014	mg_ii	2798.75	0.0	
2351.04492188	5.91164636612	mg_ii	2798.75	0.0	
2351.04492188	5.95180702209	mg_ii	2798.75	0.0	
2351.04492188	5.99196767807	mg_ii	2798.75	0.0	
2351.04492188	6.03212833405	mg_ii	2798.75	0.0	
2351.04492188	6.07228899002	mg_ii	2798.75	0.0	
2351.04492188	6.112449646	mg_ii	2798.75	0.0	
2351.04492188	6.15261030197	mg_ii	2798.75	0.0	
2351.04492188	6.19277095795	mg_ii	2798.75	0.0	
2351.04492188	6.23293161392	mg_ii	2798.75	0.0	
2351.04492188	6.2730922699	mg_ii	2798.75	0.0	
2351.04492188	6.31325292587	mg_ii	2798.75	0.0	
2351.04492188	6.35341358185	mg_ii	2798.75	0.0	
2351.04492188	6.39357423782	mg_ii	2798.75	0.0	
2351.04492188	6.4337348938	mg_ii	2798.75	0.0	
2351.04492188	6.47389554977	mg_ii	2798.75	0.0	
2351.04492188	6.51405620575	mg_ii	2798.75	0.0	
2351.04492188	6.55421686172	mg_ii	2798.75	0.0	
2351.04492188	6.5943775177	mg_ii	2798.75	0.0	
2351.04492188	6.63453817368	mg_ii	2798.75	0.0	
2351.04492188	6.67469882965	mg_ii	2798.75	0.0	
2351.04492188	6.71485948563	mg_ii	2798.75	0.0	
2351.04492188	6.7550201416	mg_ii	2798.75	0.0	
2351.04492188	6.79518079758	mg_ii	2798.75	0.0	
2351.04492188	6.83534145355	mg_ii	2798.75	0.0	
2351.04492188	6.87550210953	mg_ii	2798.75	0.0	
2351.04492188	6.9156627655	mg_ii	2798.75	0.0	
2351.04492188	6.95582342148	mg_ii	2798.75	0.0	
2351.04492188	6.99598407745	mg_ii	2798.75	0.0	
2351.04492188	7.03614473343	mg_ii	2798.75	0.0	
2351.04492188	7.0763053894	mg_ii	2798.75	0.0	
2351.04492188	7.11646604538	mg_ii	2798.75	0.0	
2351.04492188	7.15662670135	mg_ii	2798.75	0.0	
2351.04492188	7.19678735733	mg_ii	2798.75	0.0	
2351.04492188	7.23694801331	mg_ii	2798.75	0.0	
2351.04492188	7.27710866928	mg_ii	2798.75	0.0	
2351.04492188	7.31726884842	mg_ii	2798.75	0.0	
2351.04492188	7.35742950439	mg_ii	2798.75	0.0	
2351.04492188	7.39759016037	mg_ii	2798.75	0.0	
2351.04492188	7.43775081635	mg_ii	2798.75	0.0	
2351.04492188	7.47791147232	mg_ii	2798.75	0.0	
2351.04492188	7.5180721283	mg_ii	2798.75	0.0	
2351.04492188	7.55823278427	mg_ii	2798.75	0.0	
2351.04492188	7.59839344025	mg_ii	2798.75	0.0	
2351.04492188	7.63855409622	mg_ii	2798.75	0.0	
2351.04492188	7.6787147522	mg_ii	2798.75	0.0	
2351.04492188	7.71887540817	mg_ii	2798.75	0.0	
2351.04492188	7.75903606415	mg_ii	2798.75	0.0	
2351.04492188	7.79919672012	mg_ii	2798.75	0.0	
2351.04492188	7.8393573761	mg_ii	2798.75	0.0	
2351.04492188	7.87951803207	mg_ii	2798.75	0.0	
2351.04492188	7.91967868805	mg_ii	2798.75	0.0	
2351.04492188	7.95983934402	mg_ii	2798.75	0.0	
2351.04492188	8.0	mg_ii	2798.75	0.0	
2466.75610352	-2.0	mg_ii	2798.75	0.0	
2466.75610352	-1.95983934402	mg_ii	2798.75	0.0	
2466.75610352	-1.91967868805	mg_ii	2798.75	0.0	
2466.75610352	-1.87951803207	mg_ii	2798.75	0.0	
2466.75610352	-1.8393573761	mg_ii	2798.75	0.0	
2466.75610352	-1.79919683933	mg_ii	2798.75	0.0	
2466.75610352	-1.75903618336	mg_ii	2798.75	0.0	
2466.75610352	-1.71887552738	mg_ii	2798.75	0.0	
2466.75610352	-1.67871487141	mg_ii	2798.75	0.0	
2466.75610352	-1.63855421543	mg_ii	2798.75	0.0	
2466.75610352	-1.59839355946	mg_ii	2798.75	0.0	
2466.75610352	-1.55823290348	mg_ii	2798.75	0.0	
2466.75610352	-1.51807224751	mg_ii	2798.75	0.0	
2466.75610352	-1.47791159153	mg_ii	2798.75	0.0	
2466.75610352	-1.43775105476	mg_ii	2798.75	0.0	
2466.75610352	-1.39759039879	mg_ii	2798.75	0.0	
2466.75610352	-1.35742974281	mg_ii	2798.75	0.0	
2466.75610352	-1.31726908684	mg_ii	2798.75	0.0	
2466.75610352	-1.27710843086	mg_ii	2798.75	0.0	
2466.75610352	-1.23694777489	mg_ii	2798.75	0.0	
2466.75610352	-1.19678711891	mg_ii	2798.75	0.0	
2466.75610352	-1.15662646294	mg_ii	2798.75	0.0	
2466.75610352	-1.11646580696	mg_ii	2798.75	0.0	
2466.75610352	-1.0763052702	mg_ii	2798.75	0.0	
2466.75610352	-1.03614461422	mg_ii	2798.75	0.0	
2466.75610352	-0.995983958244	mg_ii	2798.75	0.0	
2466.75610352	-0.955823302269	mg_ii	2798.75	0.0	
2466.75610352	-0.915662646294	mg_ii	2798.75	0.0	
2466.75610352	-0.875501990318	mg_ii	2798.75	0.0	
2466.75610352	-0.835341393948	mg_ii	2798.75	0.0	
2466.75610352	-0.795180737972	mg_ii	2798.75	0.0	
2466.75610352	-0.755020081997	mg_ii	2798.75	0.0	
2466.75610352	-0.714859426022	mg_ii	2798.75	0.0	
2466.75610352	-0.674698770046	mg_ii	2798.75	0.0	
2466.75610352	-0.634538173676	mg_ii	2798.75	0.0	
2466.75610352	-0.5943775177	mg_ii	2798.75	0.0	
2466.75610352	-0.554216861725	mg_ii	2798.75	0.0	
2466.75610352	-0.51405620575	mg_ii	2798.75	0.0	
2466.75610352	-0.473895579576	mg_ii	2798.75	0.0	
2466.75610352	-0.433734953403	mg_ii	2798.75	0.0	
2466.75610352	-0.393574297428	mg_ii	2798.75	0.0	
2466.75610352	-0.353413641453	mg_ii	2798.75	0.0	
2466.75610352	-0.31325301528	mg_ii	2798.75	0.0	
2466.75610352	-0.273092359304	mg_ii	2798.75	0.0	
2466.75610352	-0.232931733131	mg_ii	2798.75	0.0	
2466.75610352	-0.192771077156	mg_ii	2798.75	0.0	
2466.75610352	-0.152610436082	mg_ii	2798.75	0.0	
2466.75610352	-0.112449802458	mg_ii	2798.75	0.0	
2466.75610352	-0.0722891539335	mg_ii	2798.75	0.0	
2466.75610352	-0.0321285128593	mg_ii	2798.75	0.0	
2466.75610352	0.00803212821484	mg_ii	2798.75	0.0	
2466.75610352	0.048192769289	mg_ii	2798.75	0.0	
2466.75610352	0.0883534103632	mg_ii	2798.75	0.0	
2466.75610352	0.128514051437	mg_ii	2798.75	0.0	
2466.75610352	0.168674692512	mg_ii	2798.75	0.0	
2466.75610352	0.208835348487	mg_ii	2798.75	0.0	
2466.75610352	0.248995989561	mg_ii	2798.75	0.0	
2466.75610352	0.289156615734	mg_ii	2798.75	0.0	
2466.75610352	0.329317271709	mg_ii	2798.75	0.0	
2466.75610352	0.369477897882	mg_ii	2798.75	0.0	
2466.75610352	0.409638553858	mg_ii	2798.75	0.0	
2466.75610352	0.449799209833	mg_ii	2798.75	0.0	
2466.75610352	0.489959836006	mg_ii	2798.75	0.0	
2466.75610352	0.530120491982	mg_ii	2798.75	0.0	
2466.75610352	0.570281147957	mg_ii	2798.75	0.0	
2466.75610352	0.610441744328	mg_ii	2798.75	0.0	
2466.75610352	0.650602400303	mg_ii	2798.75	0.0	
2466.75610352	0.690763056278	mg_ii	2798.75	0.0	
2466.75610352	0.730923712254	mg_ii	2798.75	0.0	
2466.75610352	0.771084308624	mg_ii	2798.75	0.0	
2466.75610352	0.8112449646	mg_ii	2798.75	0.0	
2466.75610352	0.851405620575	mg_ii	2798.75	0.0	
2466.75610352	0.89156627655	mg_ii	2798.75	0.0	
2466.75610352	0.931726932526	mg_ii	2798.75	0.0	
2466.75610352	0.971887528896	mg_ii	2798.75	0.0	
2466.75610352	1.01204824448	mg_ii	2798.75	0.0	
2466.75610352	1.05220878124	mg_ii	2798.75	0.0	
2466.75610352	1.09236943722	mg_ii	2798.75	0.0	
2466.75610352	1.13253009319	mg_ii	2798.75	0.0	
2466.75610352	1.17269074917	mg_ii	2798.75	0.0	
2466.75610352	1.21285140514	mg_ii	2798.75	0.0	
2466.75610352	1.25301206112	mg_ii	2798.75	0.0	
2466.75610352	1.29317271709	mg_ii	2798.75	0.0	
2466.75610352	1.33333337307	mg_ii	2798.75	0.0	
2466.75610352	1.37349402905	mg_ii	2798.75	0.0	
2466.75610352	1.41365456581	mg_ii	2798.75	0.0	
2466.75610352	1.45381522179	mg_ii	2798.75	0.0	
2466.75610352	1.49397587776	mg_ii	2798.75	0.0	
2466.75610352	1.53413653374	mg_ii	2798.75	0.0	
2466.75610352	1.57429718971	mg_ii	2798.75	0.0	
2466.75610352	1.61445784569	mg_ii	2798.75	0.0	
2466.75610352	1.65461850166	mg_ii	2798.75	0.0	
2466.75610352	1.69477915764	mg_ii	2798.75	0.0	
2466.75610352	1.73493981361	mg_ii	2798.75	0.0	
2466.75610352	1.77510035038	mg_ii	2798.75	0.0	
2466.75610352	1.81526100636	mg_ii	2798.75	0.0	
2466.75610352	1.85542166233	mg_ii	2798.75	0.0	
2466.75610352	1.89558231831	mg_ii	2798.75	0.0	
2466.75610352	1.93574297428	mg_ii	2798.75	0.0	
2466.75610352	1.97590363026	mg_ii	2798.75	0.0	
2466.75610352	2.01606416702	mg_ii	2798.75	0.0	
2466.75610352	2.056224823	mg_ii	2798.75	0.0	
2466.75610352	2.09638547897	mg_ii	2798.75	0.0	
2466.75610352	2.13654613495	mg_ii	2798.75	0.0	
2466.75610352	2.17670679092	mg_ii	2798.75	0.0	
2466.75610352	2.2168674469	mg_ii	2798.75	0.0	
2466.75610352	2.25702810287	mg_ii	2798.75	0.0	
2466.75610352	2.29718875885	mg_ii	2798.75	0.0	
2466.75610352	2.33734941483	mg_ii	2798.75	0.0	
2466.75610352	2.3775100708	mg_ii	2798.75	0.0	
2466.75610352	2.41767072678	mg_ii	2798.75	0.0	
2466.75610352	2.45783138275	mg_ii	2798.75	0.0	
2466.75610352	2.49799203873	mg_ii	2798.75	0.0	
2466.75610352	2.5381526947	mg_ii	2798.75	0.0	
2466.75610352	2.57831335068	mg_ii	2798.75	0.0	
2466.75610352	2.61847400665	mg_ii	2798.75	0.0	
2466.75610352	2.65863442421	mg_ii	2798.75	0.0	
2466.75610352	2.69879508018	mg_ii	2798.75	0.0	
2466.75610352	2.73895573616	mg_ii	2798.75	0.0	
2466.75610352	2.77911639214	mg_ii	2798.75	0.0	
2466.75610352	2.81927704811	mg_ii	2798.75	0.0	
2466.75610352	2.85943770409	mg_ii	2798.75	0.0	
2466.75610352	2.89959836006	mg_ii	2798.75	0.0	
2466.75610352	2.93975901604	mg_ii	2798.75	0.0	
2466.75610352	2.97991967201	mg_ii	2798.75	0.0	
2466.75610352	3.02008032799	mg_ii	2798.75	0.0	
2466.75610352	3.06024098396	mg_ii	2798.75	0.0	
2466.75610352	3.10040163994	mg_ii	2798.75	0.0	
2466.75610352	3.14056229591	mg_ii	2798.75	0.0	
2466.75610352	3.18072295189	mg_ii	2798.75	0.0	
2466.75610352	3.22088360786	mg_ii	2798.75	0.0	
2466.75610352	3.26104426384	mg_ii	2798.75	0.0	
2466.75610352	3.30120491982	mg_ii	2798.75	0.0	
2466.75610352	3.34136557579	mg_ii	2798.75	0.0	
2466.75610352	3.38152599335	mg_ii	2798.75	0.0	
2466.75610352	3.42168664932	mg_ii	2798.75	0.0	
2466.75610352	3.4618473053	mg_ii	2798.75	0.0	
2466.75610352	3.50200796127	mg_ii	2798.75	0.0	
2466.75610352	3.54216861725	mg_ii	2798.75	0.0	
2466.75610352	3.58232927322	mg_ii	2798.75	0.0	
2466.75610352	3.6224899292	mg_ii	2798.75	0.0	
2466.75610352	3.66265058517	mg_ii	2798.75	0.0	
2466.75610352	3.70281124115	mg_ii	2798.75	0.0	
2466.75610352	3.74297189713	mg_ii	2798.75	0.0	
2466.75610352	3.7831325531	mg_ii	2798.75	0.0	
2466.75610352	3.82329320908	mg_ii	2798.75	0.0	
2466.75610352	3.86345386505	mg_ii	2798.75	0.0	
2466.75610352	3.90361452103	mg_ii	2798.75	0.0	
2466.75610352	3.943775177	mg_ii	2798.75	0.0	
2466.75610352	3.98393583298	mg_ii	2798.75	0.0	
2466.75610352	4.02409648895	mg_ii	2798.75	0.0	
2466.75610352	4.06425714493	mg_ii	2798.75	0.0	
2466.75610352	4.1044178009	mg_ii	2798.75	0.0	
2466.75610352	4.14457845688	mg_ii	2798.75	0.0	
2466.75610352	4.18473911285	mg_ii	2798.75	0.0	
2466.75610352	4.22489976883	mg_ii	2798.75	0.0	
2466.75610352	4.2650604248	mg_ii	2798.75	0.0	
2466.75610352	4.30522108078	mg_ii	2798.75	0.0	
2466.75610352	4.34538173676	mg_ii	2798.75	0.0	
2466.75610352	4.38554239273	mg_ii	2798.75	0.0	
2466.75610352	4.42570304871	mg_ii	2798.75	0.0	
2466.75610352	4.46586322784	mg_ii	2798.75	0.0	
2466.75610352	4.50602388382	mg_ii	2798.75	0.0	
2466.75610352	4.54618453979	mg_ii	2798.75	0.0	
2466.75610352	4.58634519577	mg_ii	2798.75	0.0	
2466.75610352	4.62650585175	mg_ii	2798.75	0.0	
2466.75610352	4.66666650772	mg_ii	2798.75	0.0	
2466.75610352	4.7068271637	mg_ii	2798.75	0.0	
2466.75610352	4.74698781967	mg_ii	2798.75	0.0	
2466.75610352	4.78714847565	mg_ii	2798.75	0.0	
2466.75610352	4.82730913162	mg_ii	2798.75	0.0	
2466.75610352	4.8674697876	mg_ii	2798.75	0.0	
2466.75610352	4.90763044357	mg_ii	2798.75	0.0	
2466.75610352	4.94779109955	mg_ii	2798.75	0.0	
2466.75610352	4.98795175552	mg_ii	2798.75	0.0	
2466.75610352	5.0281124115	mg_ii	2798.75	0.0	
2466.75610352	5.06827306747	mg_ii	2798.75	0.0	
2466.75610352	5.10843372345	mg_ii	2798.75	0.0	
2466.75610352	5.14859437943	mg_ii	2798.75	0.0	
2466.75610352	5.1887550354	mg_ii	2798.75	0.0	
2466.75610352	5.22891569138	mg_ii	2798.75	0.0	
2466.75610352	5.26907634735	mg_ii	2798.75	0.0	
2466.75610352	5.30923700333	mg_ii	2798.75	0.0	
2466.75610352	5.3493976593	mg_ii	2798.75	0.0	
2466.75610352	5.38955831528	mg_ii	2798.75	0.0	
2466.75610352	5.42971897125	mg_ii	2798.75	0.0	
2466.75610352	5.46987962723	mg_ii	2798.75	0.0	
2466.75610352	5.5100402832	mg_ii	2798.75	0.0	
2466.75610352	5.55020093918	mg_ii	2798.75	0.0	
2466.75610352	5.59036159515	mg_ii	2798.75	0.0	
2466.75610352	5.63052225113	mg_ii	2798.75	0.0	
2466.75610352	5.6706829071	mg_ii	2798.75	0.0	
2466.75610352	5.71084356308	mg_ii	2798.75	0.0	
2466.75610352	5.75100421906	mg_ii	2798.75	0.0	
2466.75610352	5.79116487503	mg_ii	2798.75	0.0	
2466.75610352	5.83132553101	mg_ii	2798.75	0.0	
2466.75610352	5.87148571014	mg_ii	2798.75	0.0	
2466.75610352	5.91164636612	mg_ii	2798.75	0.0	
2466.75610352	5.95180702209	mg_ii	2798.75	0.0	
2466.75610352	5.99196767807	mg_ii	2798.75	0.0	
2466.75610352	6.03212833405	mg_ii	2798.75	0.0	
2466.75610352	6.07228899002	mg_ii	2798.75	0.0	
2466.75610352	6.112449646	mg_ii	2798.75	0.0	
2466.75610352	6.15261030197	mg_ii	2798.75	0.0	
2466.75610352	6.19277095795	mg_ii	2798.75	0.0	
2466.75610352	6.23293161392	mg_ii	2798.75	0.0	
2466.75610352	6.2730922699	mg_ii	2798.75	0.0	
2466.75610352	6.31325292587	mg_ii	2798.75	0.0	
2466.75610352	6.35341358185	mg_ii	2798.75	0.0	
2466.75610352	6.39357423782	mg_ii	2798.75	0.0	
2466.75610352	6.4337348938	mg_ii	2798.75	0.0	
2466.75610352	6.47389554977	mg_ii	2798.75	0.0	
2466.75610352	6.51405620575	mg_ii	2798.75	0.0	
2466.75610352	6.55421686172	mg_ii	2798.75	0.0	
2466.75610352	6.5943775177	mg_ii	2798.75	0.0	
2466.75610352	6.63453817368	mg_ii	2798.75	0.0	
2466.75610352	6.67469882965	mg_ii	2798.75	0.0	
2466.75610352	6.71485948563	mg_ii	2798.75	0.0	
2466.75610352	6.7550201416	mg_ii	2798.75	0.0	
2466.75610352	6.79518079758	mg_ii	2798.75	0.0	
2466.75610352	6.83534145355	mg_ii	2798.75	0.0	
2466.75610352	6.87550210953	mg_ii	2798.75	0.0	
2466.75610352	6.9156627655	mg_ii	2798.75	0.0	
2466.75610352	6.95582342148	mg_ii	2798.75	0.0	
2466.75610352	6.99598407745	mg_ii	2798.75	0.0	
2466.75610352	7.03614473343	mg_ii	2798.75	0.0	
2466.75610352	7.0763053894	mg_ii	2798.75	0.0	
2466.75610352	7.11646604538	mg_ii	2798.75	0.0	
2466.75610352	7.15662670135	mg_ii	2798.75	0.0	
2466.75610352	7.19678735733	mg_ii	2798.75	0.0	
2466.75610352	7.23694801331	mg_ii	2798.75	0.0	
2466.75610352	7.27710866928	mg_ii	2798.75	0.0	
2466.75610352	7.31726884842	mg_ii	2798.75	0.0	
2466.75610352	7.35742950439	mg_ii	2798.75	0.0	
2466.75610352	7.39759016037	mg_ii	2798.75	0.0	
2466.75610352	7.43775081635	mg_ii	2798.75	0.0	
2466.75610352	7.47791147232	mg_ii	2798.75	0.0	
2466.75610352	7.5180721283	mg_ii	2798.75	0.0	
2466.75610352	7.55823278427	mg_ii	2798.75	0.0	
2466.75610352	7.59839344025	mg_ii	2798.75	0.0	
2466.75610352	7.63855409622	mg_ii	2798.75	0.0	
2466.75610352	7.6787147522	mg_ii	2798.75	0.0	
2466.75610352	7.71887540817	mg_ii	2798.75	0.0	
2466.75610352	7.75903606415	mg_ii	2798.75	0.0	
2466.75610352	7.79919672012	mg_ii	2798.75	0.0	
2466.75610352	7.8393573761	mg_ii	2798.75	0.0	
2466.75610352	7.87951803207	mg_ii	2798.75	0.0	
2466.75610352	7.91967868805	mg_ii	2798.75	0.0	
2466.75610352	7.95983934402	mg_ii	2798.75	0.0	
2466.75610352	8.0	mg_ii	2798.75	0.0	
2588.16235352	-2.0	mg_ii	2798.75	0.0	
2588.16235352	-1.95983934402	mg_ii	2798.75	0.0	
2588.16235352	-1.91967868805	mg_ii	2798.75	0.0	
2588.16235352	-1.87951803207	mg_ii	2798.75	0.0	
2588.16235352	-1.8393573761	mg_ii	2798.75	0.0	
2588.16235352	-1.79919683933	mg_ii	2798.75	0.0	
2588.16235352	-1.75903618336	mg_ii	2798.75	0.0	
2588.16235352	-1.71887552738	mg_ii	2798.75	0.0	
2588.16235352	-1.67871487141	mg_ii	2798.75	0.0	
2588.16235352	-1.63855421543	mg_ii	2798.75	0.0	
2588.16235352	-1.59839355946	mg_ii	2798.75	0.0	
2588.16235352	-1.55823290348	mg_ii	2798.75	0.0	
2588.16235352	-1.51807224751	mg_ii	2798.75	0.0	
2588.16235352	-1.47791159153	mg_ii	2798.75	0.0	
2588.16235352	-1.43775105476	mg_ii	2798.75	0.0	
2588.16235352	-1.39759039879	mg_ii	2798.75	0.0	
2588.16235352	-1.35742974281	mg_ii	2798.75	0.0	
2588.16235352	-1.31726908684	mg_ii	2798.75	0.0	
2588.16235352	-1.27710843086	mg_ii	2798.75	0.0	
2588.16235352	-1.23694777489	mg_ii	2798.75	0.0	
2588.16235352	-1.19678711891	mg_ii	2798.75	0.0	
2588.16235352	-1.15662646294	mg_ii	2798.75	0.0	
2588.16235352	-1.11646580696	mg_ii	2798.75	0.0	
2588.16235352	-1.0763052702	mg_ii	2798.75	0.0	
2588.16235352	-1.03614461422	mg_ii	2798.75	0.0	
2588.16235352	-0.995983958244	mg_ii	2798.75	0.0	
2588.16235352	-0.955823302269	mg_ii	2798.75	0.0	
2588.16235352	-0.915662646294	mg_ii	2798.75	0.0	
2588.16235352	-0.875501990318	mg_ii	2798.75	0.0	
2588.16235352	-0.835341393948	mg_ii	2798.75	0.0	
2588.16235352	-0.795180737972	mg_ii	2798.75	0.0	
2588.16235352	-0.755020081997	mg_ii	2798.75	0.0	
2588.16235352	-0.714859426022	mg_ii	2798.75	0.0	
2588.16235352	-0.674698770046	mg_ii	2798.75	0.0	
2588.16235352	-0.634538173676	mg_ii	2798.75	0.0	
2588.16235352	-0.5943775177	mg_ii	2798.75	0.0	
2588.16235352	-0.554216861725	mg_ii	2798.75	0.0	
2588.16235352	-0.51405620575	mg_ii	2798.75	0.0	
2588.16235352	-0.473895579576	mg_ii	2798.75	0.0	
2588.16235352	-0.433734953403	mg_ii	2798.75	0.0	
2588.16235352	-0.393574297428	mg_ii	2798.75	0.0	
2588.16235352	-0.353413641453	mg_ii	2798.75	0.0	
2588.16235352	-0.31325301528	mg_ii	2798.75	0.0	
2588.16235352	-0.273092359304	mg_ii	2798.75	0.0	
2588.16235352	-0.232931733131	mg_ii	2798.75	0.0	
2588.16235352	-0.192771077156	mg_ii	2798.75	0.0	
2588.16235352	-0.152610436082	mg_ii	2798.75	0.0	
2588.16235352	-0.112449802458	mg_ii	2798.75	0.0	
2588.16235352	-0.0722891539335	mg_ii	2798.75	0.0	
2588.16235352	-0.0321285128593	mg_ii	2798.75	0.0	
2588.16235352	0.00803212821484	mg_ii	2798.75	0.0	
2588.16235352	0.048192769289	mg_ii	2798.75	0.0	
2588.16235352	0.0883534103632	mg_ii	2798.75	0.0	
2588.16235352	0.128514051437	mg_ii	2798.75	0.0	
2588.16235352	0.168674692512	mg_ii	2798.75	0.0	
2588.16235352	0.208835348487	mg_ii	2798.75	0.0	
2588.16235352	0.248995989561	mg_ii	2798.75	0.0	
2588.16235352	0.289156615734	mg_ii	2798.75	0.0	
2588.16235352	0.329317271709	mg_ii	2798.75	0.0	
2588.16235352	0.369477897882	mg_ii	2798.75	0.0	
2588.16235352	0.409638553858	mg_ii	2798.75	0.0	
2588.16235352	0.449799209833	mg_ii	2798.75	0.0	
2588.16235352	0.489959836006	mg_ii	2798.75	0.0	
2588.16235352	0.530120491982	mg_ii	2798.75	0.0	
2588.16235352	0.570281147957	mg_ii	2798.75	0.0	
2588.16235352	0.610441744328	mg_ii	2798.75	0.0	
2588.16235352	0.650602400303	mg_ii	2798.75	0.0	
2588.16235352	0.690763056278	mg_ii	2798.75	0.0	
2588.16235352	0.730923712254	mg_ii	2798.75	0.0	
2588.16235352	0.771084308624	mg_ii	2798.75	0.0	
2588.16235352	0.8112449646	mg_ii	2798.75	0.0	
2588.16235352	0.851405620575	mg_ii	2798.75	0.0	
2588.16235352	0.89156627655	mg_ii	2798.75	0.0	
2588.16235352	0.931726932526	mg_ii	2798.75	0.0	
2588.16235352	0.971887528896	mg_ii	2798.75	0.0	
2588.16235352	1.01204824448	mg_ii	2798.75	0.0	
2588.16235352	1.05220878124	mg_ii	2798.75	0.0	
2588.16235352	1.09236943722	mg_ii	2798.75	0.0	
2588.16235352	1.13253009319	mg_ii	2798.75	0.0	
2588.16235352	1.17269074917	mg_ii	2798.75	0.0	
2588.16235352	1.21285140514	mg_ii	2798.75	0.0	
2588.16235352	1.25301206112	mg_ii	2798.75	0.0	
2588.16235352	1.29317271709	mg_ii	2798.75	0.0	
2588.16235352	1.33333337307	mg_ii	2798.75	0.0	
2588.16235352	1.37349402905	mg_ii	2798.75	0.0	
2588.16235352	1.41365456581	mg_ii	2798.75	0.0	
2588.16235352	1.45381522179	mg_ii	2798.75	0.0	
2588.16235352	1.49397587776	mg_ii	2798.75	0.0	
2588.16235352	1.53413653374	mg_ii	2798.75	0.0	
2588.16235352	1.57429718971	mg_ii	2798.75	0.0	
2588.16235352	1.61445784569	mg_ii	2798.75	0.0	
2588.16235352	1.65461850166	mg_ii	2798.75	0.0	
2588.16235352	1.69477915764	mg_ii	2798.75	0.0	
2588.16235352	1.73493981361	mg_ii	2798.75	0.0	
2588.16235352	1.77510035038	mg_ii	2798.75	0.0	
2588.16235352	1.81526100636	mg_ii	2798.75	0.0	
2588.16235352	1.85542166233	mg_ii	2798.75	0.0	
2588.16235352	1.89558231831	mg_ii	2798.75	0.0	
2588.16235352	1.93574297428	mg_ii	2798.75	0.0	
2588.16235352	1.97590363026	mg_ii	2798.75	0.0	
2588.16235352	2.01606416702	mg_ii	2798.75	0.0	
2588.16235352	2.056224823	mg_ii	2798.75	0.0	
2588.16235352	2.09638547897	mg_ii	2798.75	0.0	
2588.16235352	2.13654613495	mg_ii	2798.75	0.0	
2588.16235352	2.17670679092	mg_ii	2798.75	0.0	
2588.16235352	2.2168674469	mg_ii	2798.75	0.0	
2588.16235352	2.25702810287	mg_ii	2798.75	0.0	
2588.16235352	2.29718875885	mg_ii	2798.75	0.0	
2588.16235352	2.33734941483	mg_ii	2798.75	0.0	
2588.16235352	2.3775100708	mg_ii	2798.75	0.0	
2588.16235352	2.41767072678	mg_ii	2798.75	0.0	
2588.16235352	2.45783138275	mg_ii	2798.75	0.0	
2588.16235352	2.49799203873	mg_ii	2798.75	0.0	
2588.16235352	2.5381526947	mg_ii	2798.75	0.0	
2588.16235352	2.57831335068	mg_ii	2798.75	0.0	
2588.16235352	2.61847400665	mg_ii	2798.75	0.0	
2588.16235352	2.65863442421	mg_ii	2798.75	0.0	
2588.16235352	2.69879508018	mg_ii	2798.75	0.0	
2588.16235352	2.73895573616	mg_ii	2798.75	0.0	
2588.16235352	2.77911639214	mg_ii	2798.75	0.0	
2588.16235352	2.81927704811	mg_ii	2798.75	0.0	
2588.16235352	2.85943770409	mg_ii	2798.75	0.0	
2588.16235352	2.89959836006	mg_ii	2798.75	0.0	
2588.16235352	2.93975901604	mg_ii	2798.75	0.0	
2588.16235352	2.97991967201	mg_ii	2798.75	0.0	
2588.16235352	3.02008032799	mg_ii	2798.75	0.0	
2588.16235352	3.06024098396	mg_ii	2798.75	0.0	
2588.16235352	3.10040163994	mg_ii	2798.75	0.0	
2588.16235352	3.14056229591	mg_ii	2798.75	0.0	
2588.16235352	3.18072295189	mg_ii	2798.75	0.0	
2588.16235352	3.22088360786	mg_ii	2798.75	0.0	
2588.16235352	3.26104426384	mg_ii	2798.75	0.0	
2588.16235352	3.30120491982	mg_ii	2798.75	0.0	
2588.16235352	3.34136557579	mg_ii	2798.75	0.0	
2588.16235352	3.38152599335	mg_ii	2798.75	0.0	
2588.16235352	3.42168664932	mg_ii	2798.75	0.0	
2588.16235352	3.4618473053	mg_ii	2798.75	0.0	
2588.16235352	3.50200796127	mg_ii	2798.75	0.0	
2588.16235352	3.54216861725	mg_ii	2798.75	0.0	
